X,Y,OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SIGNAL_MAINT_DIST,SIGNAL_TYPE,SHAPE_LNG,SHAPE_LAT
-122.337743733436653,47.686919052880093,3838,5174,1269898.39928,254188.56082,24232,13,4118,NW,DENSMORE AVE N AND N 80TH E ST,2, ,NONE,-122.33774373479,47.6869190528621
-122.282699158341501,47.697398378260701,3839,4361,1283525.57267,257750.21484,37906,13,235706,N,42ND AVE NE AND NE 95TH ST,2, ,NONE,-122.282699159695,47.6973983782434
-122.262426953866822,47.500353309583396,3840,19874,1287182.15789,185794.05067,38390,13,316508,SE,56TH AVE S AND DEAD END 5,0, ,NONE,-122.262426955215,47.5003533095663
-122.391568469513288,47.646834699887975,3841,9016,1256347.75453,239833.93783,27622,13,27502,MGNL-QA,27TH AVE W AND W BARRETT ST,0, ,NONE,-122.391568470866,47.6468346998694
-122.393462503519757,47.564779555326446,3842,15054,1255274.24106,209918.68635,31985,13,54718,SW,48TH AVE SW AND SW GENESEE ST,3, ,NONE,-122.39346250487,47.5647795553078
-122.32007982317424,47.637251797438473,3843,9943,1273898.2805,235990.48132,28258,13,30331,E,10TH AVE E AND E NEWTON ST,2, ,NONE,-122.320079824526,47.6372517974207
-122.392316035991556,47.70084341954685,3844,4009,1256562.58692,259534.16825,36991,13,230503,BLRD,27TH AVE NW AND NW ESPLANADE,0, ,NONE,-122.392316037345,47.7008434195283
-122.358807865785337,47.535504994070202,3845,17288,1263616.49259,199070.94234,33976,13,69331,DLRD,19TH AVE SW AND SW WEBSTER ST,0, ,NONE,-122.358807867135,47.535504994052
-122.243791618027558,47.510491014454992,3846,19160,1291855.57639,189406.32972,38354,13,307507,SE,72ND AVE S AND S TAFT ST,0, ,NONE,-122.243791619376,47.5104910144382
-122.323182216696779,47.607197204860178,3847,12108,1272921.33868,225044.4543,29799,13,40326,E,BOREN AVE AND CHERRY ST,1, ,NONE,-122.323182218048,47.6071972048424
-122.380263915368417,47.555636303992337,3848,15724,1258465.04324,206518.4475,32783,13,61126,SW,38TH AVE SW AND SW DAWSON ST,0, ,NONE,-122.380263916718,47.5556363039739
-122.35670368134663,47.625714352928519,3849,10824,1264787.49137,231959.42058,28619,13,34178,MGNL-QA,QUEEN ANNE AVE N AND W ROY ST,2, ,CITY,-122.356703682698,47.6257143529103
-122.295789678275284,47.679414161480395,3850,5895,1280177.89907,251252.34809,24684,13,6337,NE,30TH AVE NE AND NE 70TH W ST,0, ,NONE,-122.295789679628,47.6794141614629
-122.338724289160396,47.697347322245164,3851,4320,1269731.33598,257996.4359,37321,13,232304,NW,WOODLAWN AVE N AND N 95TH ST,0, ,NONE,-122.338724290514,47.6973473222272
-122.409383012494288,47.577724346087756,3852,13823,1251441.25417,214719.58568,30975,13,47709,SW,60TH AVE SW AND SW STEVENS ST,0, ,NONE,-122.409383013845,47.577724346069
-122.357123289196892,47.666185275263025,3853,7153,1264976.32465,246720.97349,25340,13,12341,NW,1ST AVE NW AND PALMER E DR NW,0, ,NONE,-122.35712329055,47.6661852752448
-122.342926155467609,47.526442408502994,3854,17977,1267474.01093,195688.5088,34966,13,77114,DLRD,6TH AVE SW AND SW CLOVERDALE ST,0, ,NONE,-122.342926156817,47.526442408485
-122.379322952037015,47.529811771114154,3855,17694,1258508.12036,197095.79609,34672,13,75115,SW,37TH AVE SW AND SW SOUTHERN ST,0, ,NONE,-122.379322953386,47.5298117710957
-122.388698303529068,47.544620142399623,3856,16604,1256301.58852,202542.93466,33853,13,68516,SW,44TH AVE SW AND FAUNTLEROY WAY SW,2, ,NONE,-122.388698304879,47.5446201423811
-122.286660342626874,47.573749161814554,3857,14286,1281698.56902,212673.68488,32634,13,59508,SE,37TH PL S AND S HORTON ST,0, ,NONE,-122.286660343977,47.5737491617972
-122.305891684571534,47.636493122033123,3858,10046,1277390.27026,235646.5425,28454,13,31741,NE,22ND AVE E AND DEAD END,0, ,NONE,-122.305891685923,47.6364931220155
-122.288361313064797,47.606339140270755,3859,12183,1281503.52467,224567.17891,30316,13,42722,CNTRL,35TH AVE AND E CONOVER CT,0, ,NONE,-122.288361314416,47.6063391402534
-122.326822569818589,47.655542907383506,3860,8363,1272365.71525,242693.37796,27230,13,23552,LKUN,2ND AVE NE AND NE 40TH ST,2, ,NONE,-122.326822571171,47.6555429073657
-122.312623282991041,47.623263681982287,3861,11041,1275638.19423,230853.61987,29011,13,36323,E,15TH AVE E AND E REPUBLICAN N ST,2, ,CITY,-122.312623284343,47.6232636819646
-122.3872359578789,47.543077753629653,3862,16724,1256651.32292,201973.14445,33758,13,68114,SW,CALIFORNIA AVE SW AND SW HOLLY ST,3, ,NONE,-122.387235959228,47.5430777536111
-122.29987338376614,47.620977779109801,3863,11223,1278765.9239,229959.77846,29275,13,37344,CNTRL,25TH AVE E AND E MADISON ST,2, ,NONE,-122.299873385118,47.6209777790923
-122.327903755410162,47.615238420266031,3864,11593,1271813.80204,227999.63945,29863,13,40518,E,MELROSE AVE AND PINE ST,2, ,CITY,-122.327903756762,47.6152384202482
-122.377643008987363,47.580995493651237,3865,13645,1259297.69527,215753.73173,31058,13,48315,SW,37TH AVE SW AND SW ADMIRAL E WAY,1, ,NONE,-122.377643010338,47.5809954936328
-122.339392432852733,47.648058883733277,3866,8979,1269215.00856,240024.3555,26909,13,22355,LKUN,CARR PL N AND N 34TH ST,1, ,NONE,-122.339392434205,47.6480588837153
-122.328345149886985,47.551867989119657,3867,16119,1271255.92991,204890.79796,33179,13,64716,GRDWM,5TH AVE S AND S ORCAS ST,0, ,NONE,-122.328345151237,47.5518679891018
-122.280245730744937,47.666525658730095,3868,7227,1283917.91315,246479.5171,26228,13,16709,NE,44TH AVE NE AND NE 52ND ST,0, ,NONE,-122.280245732098,47.6665256587128
-122.398245678062551,47.696014690982118,3869,4348,1255066.97143,257802.80774,37026,13,230710,BLRD,NW 92ND ST AND DEAD END 6,0, ,NONE,-122.398245679416,47.6960146909635
-122.325646580809064,47.687541977765818,3870,5138,1272881.81407,254357.73074,24528,13,5512,N,LATONA AVE NE AND NE 81ST ST,0, ,NONE,-122.325646582162,47.687541977748
-122.325769433220032,47.69771259337913,3871,4311,1272923.50341,258067.51686,37569,13,233702,N,3RD AVE NE AND NE 95TH ST,0, ,NONE,-122.325769434574,47.6977125933613
-122.327659715890007,47.600873329570426,3872,12478,1271772.24095,222759.57366,30495,13,44526,DWNTN,5TH AVE S AND S WASHINGTON ST,2, ,CITY,-122.327659717241,47.6008733295526
-122.375014956833212,47.641161155685374,3873,9518,1260385.80766,237682.66462,27914,13,28569,MGNL-QA,14TH AVE W AND GILMAN DR W,2, ,NONE,-122.375014958185,47.641161155667
-122.341347965460145,47.652698086349808,3874,8649,1268766.24389,241725.6908,26871,13,22316,LKUN,INTERLAKE AVE N AND N 38TH ST,0, ,NONE,-122.341347966813,47.6526980863318
-122.257051964501414,47.511670877534293,3875,19038,1288586.93204,189896.97138,38201,13,306126,SE,61ST AVE S AND S COOPER ST,0, ,NONE,-122.25705196585,47.5116708775173
-122.348566693034442,47.664298601055144,3876,7358,1267070.7267,245991.28568,25654,13,13718,LKUN-NW,LINDEN AVE N AND N 49TH ST,0, ,NONE,-122.348566694387,47.664298601037
-122.27073414046454,47.56529169953572,3877,15142,1285571.4832,209515.40699,32580,13,59319,SE,50TH AVE S AND S ADAMS ST,3, ,NONE,-122.270734141815,47.5652916995186
-122.349908004220993,47.688387898027216,3878,5045,1266913.42929,254783.04505,24271,13,4510,NW,FREMONT AVE N AND N 82ND ST,0, ,NONE,-122.349908005574,47.6883878980091
-122.320741931340379,47.603521435438388,3879,12317,1273497.28645,223692.26844,29836,13,40368,E,BROADWAY AND E SPRUCE ST,2, ,NONE,-122.320741932692,47.6035214354206
-122.290408170222122,47.535166804708204,3880,17374,1280507.17267,198620.20902,167697,13,72459,GRDWM,BEACON ER AVE S AND S WEBSTER S ST,3, ,NONE,-122.290408171572,47.5351668046908
-122.31003508968648,47.622076207010835,3881,11130,1276268.02796,230408.29251,29358,13,37720,CNTRL-E,17TH AVE E AND E HARRISON ST,0, ,NONE,-122.310035091038,47.6220762069932
-122.297876401996007,47.73379667580825,3882,2444,1280041.43878,271095.44929,35992,13,221106,N,NE 145TH ST AND 28TH AVE NE,1, ,NONE,-122.297876403351,47.7337966757907
-122.302363748075706,47.557391515739276,3883,15664,1277709.1454,206781.66977,33228,13,65145,GRDWM,24TH AVE S AND S HUDSON ST,0, ,NONE,-122.302363749426,47.5573915157217
-122.394265073703593,47.632292967831951,3884,10272,1255575.61347,234544.1768,27751,13,27787,MGNL-QA,MAGNOLIA BLVD W AND W GALER ST,2, ,NONE,-122.394265075055,47.6322929678133
-122.323446246853337,47.65551852435253,3885,8371,1273197.48972,242668.35627,27115,13,23167,LKUN,NE 40TH ST AND NE PACIFIC ST,1, ,NONE,-122.323446248206,47.6555185243347
-122.363984367870046,47.658190444527754,3886,8023,1263228.07454,243838.85765,26631,13,21143,LKUN-BLRD,6TH AVE NW AND LEARY N WAY NW,1, ,NONE,-122.363984369223,47.6581904445095
-122.314242374843516,47.615282002818901,3887,11608,1275182.96863,227950.39837,29742,13,40117,E,14TH AVE AND E PINE ST,2, ,NONE,-122.314242376195,47.6152820028012
-122.348670463732631,47.63167506484568,3888,10389,1266810.85726,234094.15312,28908,13,35667,MGNL-QA,BIGELOW AVE N AND LEE ST,0, ,NONE,-122.348670465084,47.6316750648276
-122.320312023896562,47.524757988074143,3889,18101,1273048.22661,194965.43552,35108,13,78145,GRDWM,10TH AVE S AND S TRENTON ST,0, ,NONE,-122.320312025246,47.5247579880564
-122.284268868404325,47.698785683844051,3890,4282,1283148.63417,258263.45081,37896,13,235543,N,NE 96TH ST AND DEAD END 7,0, ,NONE,-122.284268869758,47.6987856838267
-122.285334317051934,47.699586323684564,3891,4183,1282891.82675,258560.3934,37892,13,235537,N,40TH AVE NE AND DEAD END 3,0, ,NONE,-122.285334318406,47.6995863236672
-122.360424541022724,47.533691862723124,3892,17427,1263204.09476,198417.62573,33984,13,69341,DLRD,DELRIDGE WAY SW AND SW HOLDEN ST,1, ,CITY,-122.360424542372,47.5336918627049
-122.313366617192329,47.576868390467894,3893,13980,1275129.46668,213936.88949,31313,13,51332,GRDWM,15TH AVE S AND S STEVENS ST,2, ,NONE,-122.313366618543,47.5768683904502
-122.272622851641231,47.557065447722145,3894,15719,1285049.16256,206523.99809,33444,13,66132,SE,48TH AVE S AND S HUDSON E ST,0, ,NONE,-122.272622852991,47.557065447705
-122.302560978325332,47.729981613525815,3895,2610,1278862.29407,269726.06638,36088,13,221518,N,24TH AVE NE AND NE 140TH ST,0, ,NONE,-122.30256097968,47.7299816135083
-122.328384864484576,47.555630810309381,3896,15781,1271272.78751,206263.27463,33147,13,64509,GRDWM,5TH AVE S AND S DAWSON ST,0, ,NONE,-122.328384865834,47.5556308102915
-122.358295797623413,47.635955796380799,3897,10031,1264468.98411,235702.18641,27836,13,28323,MGNL-QA,1ST AVE W AND W HOWE ST,0, ,NONE,-122.358295798975,47.6359557963626
-122.300314567333643,47.586313955978497,3898,13341,1278416.12678,217319.99477,31419,13,52125,SE,25TH AVE S AND S HOLGATE ST,0, ,NONE,-122.300314568684,47.586313955961
-122.354502918175157,47.646888113787504,3899,9048,1265482.73617,239670.63364,28049,13,29505,MGNL-QA,FLORENTIA ST AND WARREN AVE N,3, ,NONE,-122.354502919527,47.6468881137694
-122.274411084257338,47.554454247347884,3900,15959,1284589.85606,205579.95354,33475,13,66166,SE,47TH AVE S AND S BENNETT ST,0, ,NONE,-122.274411085607,47.5544542473307
-122.347335871727083,47.660045991178947,3901,7871,1267343.44017,244434.41067,26941,13,22524,LKUN,AURORA AVE N AND N 44TH ST,1, ,NONE,-122.34733587308,47.6600459911609
-122.264797026143683,47.506130213549007,3902,19451,1286635.59943,187911.7861,38322,13,306718,SE,55TH AVE S AND S BANGOR ST,2, ,NONE,-122.264797027492,47.5061302135319
-122.264351413148816,47.546057023265924,3903,16631,1287016.52026,202471.11949,33739,13,67755,SE,BLAIR TER S AND S GRAHAM ST,0, ,NONE,-122.264351414498,47.5460570232488
-122.31026739333592,47.600841539991663,3904,12492,1276062.10591,222665.15062,30738,13,45526,CNTRL,17TH AVE S AND S WASHINGTON ST,0, ,NONE,-122.310267394687,47.600841539974
-122.363281317436346,47.668651204249514,3905,6908,1263477.15409,247650.38559,25313,13,12313,BLRD-NW,6TH AVE NW AND NW MARKET E ST,1, ,NONE,-122.363281318789,47.6686512042313
-122.333274998819348,47.595276575509843,3906,12757,1270347.36005,220745.4102,30539,13,44707,GRDWM,OCCIDENTAL AVE S AND RAILROAD WAY S,0, ,NONE,-122.33327500017,47.5952765754919
-122.322193525697969,47.723844519616662,3907,2858,1273988.31724,267580.7298,35881,13,220317,N-NW,NE 131ST PL AND DEAD END,0, ,NONE,-122.322193527052,47.7238445195989
-122.398312890299394,47.583418295124609,3908,13437,1254215.26071,216740.3524,30907,13,47304,SW,HUGHES AVE SW AND SW COLLEGE ST,0, ,NONE,-122.39831289165,47.5834182951059
-122.317741510682907,47.659850173355835,3909,7920,1274633.64921,244220.92971,27073,13,23113,NE,ROOSEVELT WAY NE AND NE 43RD N ST,1, ,NONE,-122.317741512035,47.6598501733381
-122.311887232583558,47.669445966305673,3910,6889,1276143.30834,247692.72952,26012,13,15552,NE,15TH AVE NE AND NE 56TH ST,2, ,NONE,-122.311887233936,47.669445966288
-122.288215939681024,47.660523777115444,3911,7896,1281913.01331,244327.65073,27399,13,25510,NE,37TH AVE NE AND NE 44TH ST,0, ,NONE,-122.288215941034,47.6605237770981
-122.328254997096451,47.523081350872083,3912,18211,1271074.22648,194391.99116,35192,13,78708,GRDWM,5TH AVE S AND S HENDERSON ST,0, ,NONE,-122.328254998445,47.5230813508543
-122.363577316856365,47.655177176095165,3913,8348,1263306.51396,242737.94321,26660,13,21175,LKUN-BLRD,6TH AVE NW AND NW BOWDOIN PL,0, ,NONE,-122.363577318209,47.6551771760769
-122.296094397784515,47.703070154461678,3914,3921,1280266.85318,259881.12249,37615,13,234107,N,29TH AVE NE AND NE 103RD ST,0, ,NONE,-122.296094399138,47.7030701544442
-122.261323061457105,47.502510976577248,3915,19718,1287469.58317,186575.89157,38337,13,306736,SE,57TH AVE S AND S LEO E ST,0, ,NONE,-122.261323062806,47.5025109765602
-122.395886729236011,47.638070815678937,3916,9797,1255218.64579,236659.41521,27691,13,27714,MGNL-QA,CONDON WAY W AND W BOSTON ST,3, ,NONE,-122.395886730588,47.6380708156603
-122.320034198406233,47.607216241994571,3917,12111,1273697.88575,225036.38006,29841,13,40375,E,E JAMES ST AND DEAD END,0, ,NONE,-122.320034199757,47.6072162419768
-122.383274543208984,47.691082637016272,3918,4785,1258716.78596,255929.51852,36981,13,230353,BLRD,21ST AVE NW AND NW 86TH ST,0, ,NONE,-122.383274544562,47.6910826369978
-122.397460750410914,47.568507162043957,3919,14762,1254314.98039,211298.14132,31965,13,54536,SW,51ST AVE SW AND SW ANDOVER ST,0, ,NONE,-122.397460751761,47.5685071620253
-122.376156236899988,47.501380396900053,3920,19692,1259082.39594,186711.4126,38367,13,311539,SW,35TH AVE SW AND SW 114TH ST,3, ,NONE,-122.376156238248,47.5013803968817
-122.33877974984371,47.701415189915579,3921,4020,1269746.70622,259480.24032,37296,13,232122,NW,WOODLAWN AVE N AND N 100TH ST,0, ,NONE,-122.338779751197,47.7014151898976
-122.312098797291569,47.581008549463832,3922,13679,1275471.35621,215440.78043,31601,13,52713,GRDWM,16TH AVE S AND S BAYVIEW ST,0, ,NONE,-122.312098798642,47.5810085494462
-122.389437238055393,47.538008985397283,3923,17109,1256070.36624,200135.59872,33902,13,68717,SW,WOODSIDE PL SW AND SW OTHELLO ST,0, ,NONE,-122.389437239405,47.5380089853787
-122.403725221896138,47.637813526540192,3924,9804,1253284.6664,236604.91767,27520,13,26331,MGNL-QA,36TH AVE W AND VIEWMONT WAY W,3, ,NONE,-122.403725223248,47.6378135265215
-122.352792160508969,47.624572740977683,3925,10918,1265743.63832,231524.01347,28917,13,35705,MGNL-QA,2ND AVE N AND MERCER ST,1, ,HALFPED,-122.352792161861,47.6245727409595
-122.309314266041753,47.577856729135497,3926,13924,1276136.41913,214278.12571,31640,13,52753,GRDWM,18TH AVE S AND S FOREST ST,0, ,NONE,-122.309314267392,47.5778567291179
-122.36809996262275,47.646848961294204,3927,9026,1262131.52951,239722.89604,27858,13,28502,MGNL-QA,8TH AVE W AND W BARRETT W ST,0, ,NONE,-122.368099963975,47.6468489612759
-122.294757013865691,47.548051641548618,3928,16434,1279522.34886,203339.66682,33280,13,65336,GRDWM,SHAFFER AVE S AND S RAYMOND ST,0, ,NONE,-122.294757015215,47.5480516415312
-122.320284005732731,47.526457480291612,3929,17993,1273067.12504,195585.10118,35095,13,78132,GRDWM,10TH AVE S AND S CLOVERDALE ST,1, ,NONE,-122.320284007082,47.5264574802739
-122.281838889070215,47.712411943492675,3930,3411,1283840.45344,263221.70106,36820,13,228529,N,SAND POINT WAY NE AND NE 115TH ST,2, ,NONE,-122.281838890424,47.7124119434754
-122.384643373413795,47.535084200240739,3931,17296,1257232.75063,199045.05126,33821,13,68340,SW,41ST AVE SW AND SW AUSTIN ST,0, ,NONE,-122.384643374763,47.5350842002222
-122.395981561110489,47.657690446248267,3932,8037,1255340.57936,243814.98027,26544,13,20568,MGNL-QA,W ELMORE ST AND DEAD END 1,0, ,NONE,-122.395981562463,47.6576904462296
-122.293322228971704,47.594449101403711,3933,12837,1280197.68121,220254.06428,30653,13,45327,CNTRL,30TH AVE S AND S CHARLES ST,0, ,NONE,-122.293322230323,47.5944491013863
-122.289343002082347,47.611626962116375,3934,11869,1281297.89011,226500.22697,30279,13,42577,CNTRL,34TH AVE AND E SPRING ST,3, ,NONE,-122.289343003434,47.611626962099
-122.319805631025318,47.654537999437856,3935,8499,1274087.65292,242293.41022,27136,13,23259,NE,8TH AVE NE AND NE NORTHLAKE WAY,1, ,NONE,-122.319805632378,47.6545379994201
-122.286856356394523,47.578341983681611,3936,13899,1281681.83405,214349.6004,30865,13,46725,SE,MOUNT ST HELENS PL S AND S MCCLELLAN ST,0, ,NONE,-122.286856357745,47.5783419836643
-122.315470740046067,47.60619746407157,3937,12167,1274816.24044,224643.12156,29807,13,40335,CNTRL,13TH AVE AND E JEFFERSON ST,3, ,NONE,-122.315470741397,47.6061974640539
-122.328267804336448,47.665002663719513,3938,7304,1272076.62674,246150.2371,25871,13,14726,LKUN-NW,1ST AVE NE AND NE 50TH ST,1, ,NONE,-122.328267805689,47.6650026637017
-122.325979458442504,47.575574321626149,3939,14084,1272007.72357,213525.07125,31384,13,51724,GRDWM,6TH AVE S AND S HANFORD ST,2, ,NONE,-122.325979459793,47.5755743216083
-122.27959802163285,47.711983384469043,3940,3437,1284389.08141,263055.0297,36776,13,228305,N,DURLAND PL NE AND DEAD END,0, ,NONE,-122.279598022987,47.7119833844518
-122.36936375160829,47.646846007074743,3941,9025,1261820.05406,239728.03345,27859,13,28503,MGNL-QA,9TH AVE W AND W BARRETT ST,2, ,NONE,-122.369363752961,47.6468460070564
-122.344556358934526,47.693461133115683,3942,4633,1268267.60453,256607.30489,37352,13,232336,NW,AURORA AVE N AND N 89TH ST,1, ,NONE,-122.344556360288,47.6934611330976
-122.353404599717578,47.675337827376616,3943,6206,1265958.37752,250040.74104,25584,13,13508,NW,FRANCIS AVE N AND N 64TH ST,0, ,NONE,-122.353404601071,47.6753378273585
-122.280066654160791,47.703302612910569,3944,3920,1284214.20781,259891.3031,37787,13,235105,N,45TH AVE NE AND NE 104TH PL,0, ,NONE,-122.280066655515,47.7033026128933
-122.404670807563576,47.652270624459476,3945,8590,1253159.26198,241882.02769,26367,13,19314,MGNL-QA,37TH AVE W AND W RUFFNER ST,0, ,NONE,-122.404670808916,47.6522706244407
-122.364950156940296,47.639596060874922,3946,9679,1262855.1322,237062.34487,27820,13,28307,MGNL-QA,6TH AVE W AND W MCGRAW ST,3, ,NONE,-122.364950158292,47.6395960608566
-122.29167929390681,47.677598715688397,3947,6070,1281177.71756,250571.04018,24693,13,6347,NE,34TH AVE NE AND NE 68TH ST,0, ,NONE,-122.29167929526,47.677598715671
-122.28576810608412,47.664917556234457,3948,7384,1282546.36909,245918.67179,26236,13,16718,NE,39TH ER AVE NE AND NE 50TH ST,0, ,NONE,-122.285768107437,47.6649175562171
-122.296727443973253,47.56090610113808,3949,15381,1279124.9726,208036.92174,32499,13,58383,GRDWM,S ALASKA PL AND DEAD END 1,0, ,NONE,-122.296727445323,47.5609061011206
-122.320274905072949,47.688216736340117,3950,5087,1274209.3694,254578.20562,24390,13,5119,N,8TH AVE NE AND NE 82ND ST,0, ,NONE,-122.320274906426,47.6882167363224
-122.389239191164052,47.581191503897848,3951,13613,1256437.71652,215882.85915,31153,13,48711,SW,45TH AVE SW AND SW ADMIRAL WAY,2, ,NONE,-122.389239192515,47.5811915038793
-122.367788468226479,47.633527157005105,3952,10203,1262111.41073,234862.99664,27969,13,28743,MGNL-QA,8 LOWER AVE W AND W GARFIELD ST,0, ,NONE,-122.367788469578,47.6335271569868
-122.341805997256117,47.686933777184279,3953,5167,1268898.14558,254213.51545,24228,13,4114,NW,STONE AVE N AND N 80TH ST,2, ,NONE,-122.341805998609,47.6869337771663
-122.344569406325064,47.662879346894215,3954,7502,1268045.34584,245454.32338,25675,13,13739,LKUN,GREEN LAKE WAY N AND WOODLAND PARK AVE N,1, ,NONE,-122.344569407678,47.6628793468762
-122.302710373349711,47.612941413250319,3955,11774,1278010.43615,227042.27088,30027,13,41151,CNTRL,23RD AVE AND E UNION ST,1, ,CITY,-122.302710374701,47.6129414132328
-122.415103556106828,47.650987690417409,3956,8701,1250578.84547,241466.82974,26422,13,19722,MGNL-QA,45TH AVE W AND DEAD END 1,0, ,NONE,-122.415103557459,47.6509876903985
-122.273051112361799,47.695088823284181,3957,4583,1285885.26471,256863.32,37854,13,235451,NE,51ST AVE NE AND DEAD END 4,0, ,NONE,-122.273051113715,47.695088823267
-122.271399617587122,47.527909896818016,3958,17925,1285152.42963,195885.28678,35234,13,80130,SE,50TH AVE S AND S THISTLE ST,0, ,NONE,-122.271399618936,47.5279098968009
-122.323127221389015,47.701324788201916,3959,4034,1273599.53848,259372.27078,37485,13,233118,N,5TH AVE NE AND NE 100TH ST,2, ,CITY,-122.323127222743,47.7013247881841
-122.359720301914976,47.546529513809219,3960,16489,1263470.90155,203095.97812,32969,13,62324,DLRD,21ST AVE SW AND SW GRAHAM ST,0, ,NONE,-122.359720303265,47.546529513791
-122.297803218503972,47.71929175552313,3961,3055,1279958.76563,265805.1504,36603,13,227105,N,28TH AVE NE AND NE 125TH ST,1, ,NONE,-122.297803219858,47.7192917555056
-122.384620505610329,47.570182635011832,3962,14645,1257496.45648,211845.01416,31863,13,54153,SW,41ST AVE SW AND SW CHARLESTOWN W ST,0, ,NONE,-122.384620506961,47.5701826349933
-122.348000811897364,47.522818754760287,3963,18212,1266194.47249,194391.61689,35039,13,77711,DLRD,10TH AVE SW AND SW HENDERSON ST,2, ,NONE,-122.348000813246,47.5228187547422
-122.328433783512679,47.695908237634811,3964,4450,1272254.73797,257422.20742,37578,13,233713,N,1ST AVE NE AND NE 92ND ST,2, ,NONE,-122.328433784866,47.695908237617
-122.293395695096606,47.690217957125185,3965,4958,1280842.28844,255181.2999,37685,13,234351,NE,32ND AVE NE AND NE 85TH ST,0, ,NONE,-122.29339569645,47.6902179571077
-122.31287736487603,47.601686359138519,3966,12441,1275424.23839,222985.62217,30407,13,44116,CNTRL,15TH AVE AND E YESLER WAY,2, ,NONE,-122.312877366227,47.6016863591208
-122.351645934801695,47.617583577348157,3967,11423,1265975.94654,228969.52694,29666,13,39521,DWNTN,2ND AVE AND BROAD ST,1, ,CITY,-122.351645936153,47.61758357733
-122.326746375204294,47.579809365313032,3968,13763,1271848.43628,215073.2484,31389,13,51853,GRDWM,5TH PL S AND S LANDER ST,2, ,NONE,-122.326746376555,47.5798093652952
-122.30223345138603,47.599281292684942,3969,12591,1278032.94803,222058.19689,30757,13,45548,CNTRL,23RD AVE S AND S JACKSON ST,1, ,CITY,-122.302233452737,47.5992812926674
-122.289423733927407,47.607940788731675,3970,12094,1281252.54099,225156.25667,30306,13,42711,CNTRL,34TH AVE AND E CHERRY ST,3, ,NONE,-122.289423735279,47.6079407887143
-122.31256477074426,47.595472425900262,3971,12763,1275457.77797,220717.93244,30450,13,44316,GRDWM,POPLAR PL S AND S DEAN ST,0, ,NONE,-122.312564772095,47.5954724258826
-122.32291658904623,47.604349013022521,3972,12262,1272966.7436,224004.45942,29834,13,40366,E,TERRACE ST AND DEAD END 2,0, ,NONE,-122.322916590397,47.6043490130047
-122.332705443984452,47.711377240433372,3973,3434,1271312.92242,263084.17402,36574,13,226707,NW,N 114TH ST AND DEAD END,0, ,NONE,-122.332705445338,47.7113772404155
-122.311565679345392,47.6026788486055,3974,12389,1275754.73516,223341.36258,30725,13,45509,CNTRL,16TH AVE AND E FIR W ST,0, ,NONE,-122.311565680696,47.6026788485878
-122.296898351780342,47.586322293216362,3975,13344,1279259.08742,217306.98434,31422,13,52129,SE,28TH AVE S AND S HOLGATE W ST,0, ,NONE,-122.296898353131,47.5863222931989
-122.399442265055441,47.660988570877294,3976,7659,1254512.37277,245035.10981,26328,13,19102,MGNL-QA,33RD AVE W AND DEAD END S,0, ,NONE,-122.399442266408,47.6609885708586
-122.290713877702558,47.690203011802701,3977,4959,1281502.56621,255163.33023,37949,13,235756,NE,35TH AVE NE AND NE 85TH ST,2, ,CITY,-122.290713879056,47.6902030117853
-122.380897253408278,47.666798273035504,3978,7088,1259124.03511,247061.41714,25162,13,11314,BLRD,RUSSELL AVE NW AND NW CENTRAL PL,0, ,NONE,-122.380897254761,47.666798273017
-122.401152871924609,47.667749459211478,3979,6955,1254141.15971,247509.32139,25068,13,10305,BLRD,34TH AVE NW AND NW 54TH ST,2, ,NONE,-122.401152873277,47.6677494591928
-122.325062040645335,47.597512975979278,3980,12665,1272389.23858,221521.63138,30525,13,44560,DWNTN,MAYNARD AVE S AND S WELLER ST,0, ,NONE,-122.325062041996,47.5975129759615
-122.375914012539695,47.694249503147326,3981,4527,1260552.35434,257048.03116,37247,13,231723,BLRD,HOLMAN RD NW AND NW 90TH ST,1, ,NONE,-122.375914013893,47.6942495031289
-122.318284031546199,47.594375493542671,3982,12803,1274039.16524,220345.05973,491336,13,44465,GRDWM,I90 EB AND I5 NB - I90 EB ON RP,5, ,NONE,-122.318284032897,47.5943754935249
-122.345372581942726,47.679589198561295,3983,5831,1267967.21746,251552.21804,24342,13,4731,NW,AURORA AVE N AND N 70TH ST,1, ,NONE,-122.345372583296,47.6795891985432
-122.3013924225327,47.61531164192921,3984,11623,1278351.94732,227900.48681,30000,13,41123,CNTRL,24TH AVE AND E PINE ST,0, ,NONE,-122.301392423884,47.6153116419117
-122.391661007236266,47.588133520990922,3985,13135,1255891.39511,218426.63823,31114,13,48514,SW,47TH AVE SW AND SW MASSACHUSETTS ST,0, ,NONE,-122.391661008587,47.5881335209723
-122.289286230413751,47.658431749583606,3986,8123,1281634.87366,243569.67518,27414,13,25525,NE,36TH AVE NE AND NE 41ST ST,3, ,NONE,-122.289286231766,47.6584317495662
-122.3922720375284,47.655191307321445,3987,8289,1256236.10935,242885.0275,26535,13,20557,MGNL-QA,WILLIAMS AVE W AND DEAD END,0, ,NONE,-122.392272038881,47.6551913073028
